slant_K12,polit_K12,slant_Cong,polit_Cong,slant_fire,polit_fire,slant_journ,polit_journ,slant_WHO,polit_WHO,slant_rang,polit_rang,slant_phys,polit_phys,slant_ASPCA,polit_ASPCA,slant_dent,polit_dent,slant_prof,polit_prof,slant_police,polit_police,slant_poll,polit_poll,slant_SC,polit_SC,slant_doc,polit_doc,slant_law,polit_law,slant_USPS,polit_USPS,slant_econ,polit_econ,slant_pharm,polit_pharm,slant_sci,polit_sci,slant_MLB,polit_MLB,Trust_K12,Trust_Cong,Trust_fire,Trust_journ,Trust_WHO,Trust_rang,Trust_phys,Trust_ASPCA,Trust_dent,Trust_prof,Trust_police,Trust_poll,Trust_SC,Trust_doc,Trust_law,Trust_USPS,Trust_econ,Trust_pharm,Trust_sci,Trust_MLB,slant_mech,polit_mech,slant_chefs,polit_chefs,slant_lib,polit_lib,slant_church,polit_church,slant_vet,polit_vet,slant_tailor,polit_tailor,slant_UN,polit_UN,slant_psych,polit_psych,slant_bank,polit_bank,slant_holly,polit_holly,slant_judge,polit_judge,slant_crim,polit_crim,slant_toll,polit_toll,slant_NFL,polit_NFL,slant_CIA,polit_CIA,slant_realestate,polit_realestate,slant_localbiz,polit_localbiz,slant_think,polit_think,slant_FB,polit_FB,slant_PETA,polit_PETA,Trust_mech,Trust_chefs,Trust_lib,Trust_church,Trust_vet,Trust_tailor,Trust_UN,Trust_psych,Trust_bank,Trust_holly,Trust_judge,Trust_crim,Trust_toll,Trust_NFL,Trust_CIA,Trust_realestate,Trust_localbiz,Trust_think,Trust_FB,Trust_PETA,Ideology
48,4,48,6,57,2,45,4,48,3,44,2,49,1,29,3,50,1,48,4,75,5,48,3,80,6,48,3,50,4,50,1,47,2,67,5,50,2,54,1,4,1,4,3,4,4,4,4,4,4,3,4,1,4,4,4,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,1,15,1,5,1,99,6,50,1,50,1,50,5,35,1,90,3,9,3,50,4,50,4,50,1,50,1,65,1,50,1,65,4,75,6,55,5,1,6,5,5,7,1,5,5,5,5,2,4,4,4,5,5,7,4,4,2,2,3,2
40,3,60,6,70,2,35,5,40,4,50,2,40,2,20,2,50,2,10,5,71,5,50,5,85,6,40,3,55,5,50,2,61,5,90,6,19,4,50,1,3,1,3,3,3,3,3,3,3,3,2,3,1,3,3,3,3,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
50,3,50,5,60,1,20,5,30,4,50,2,40,2,25,4,50,1,15,5,70,3,20,6,50,4,50,1,60,3,60,2,60,4,40,3,30,3,50,1,5,3,5,2,2,5,5,4,5,4,4,2,4,5,3,4,3,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,40,1,20,4,50,3,45,1,50,1,30,6,30,3,70,3,9,5,50,6,50,6,50,1,50,3,40,6,60,3,65,5,45,6,35,5,5,6,3,5,5,3,5,5,1,5,2,3,2,2,5,2,4,4,4,2,2,5,2
30,2,50,6,70,1,30,4,30,3,20,1,50,1,10,3,65,1,35,2,80,3,50,5,70,6,50,2,60,3,50,2,70,3,70,3,40,1,80,2,7,3,5,4,5,5,5,4,5,5,2,5,2,5,4,5,4,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
50,4,50,6,40,3,50,6,30,4,60,4,30,2,40,4,50,2,30,3,90,6,50,2,81,6,70,3,50,4,60,2,70,3,70,3,20,3,50,1,4,1,3,4,4,3,4,4,4,4,1,3,1,2,1,4,2,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
41,2,54,5,59,2,33,3,24,2,43,2,23,2,43,3,56,2,41,2,70,4,44,3,79,4,44,2,57,2,58,2,62,2,64,3,31,2,61,3,5,2,4,3,5,5,5,5,5,5,2,1,3,5,4,5,3,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,3,50,2,0,5,90,5,50,1,28,2,40,3,19,4,100,3,50,3,80,4,90,5,50,1,74,3,63,3,80,4,50,3,50,1,50,1,29,1,2,3,5,1,3,4,2,5,2,1,2,1,3,2,2,3,3,2,2,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,30,1,20,1,60,1,40,1,70,1,50,1,25,1,95,5,15,5,60,5,65,5,50,1,90,2,80,5,90,1,85,4,60,6,50,2,5,6,2,4,5,1,5,4,1,5,1,1,1,1,4,1,1,2,2,1,1,3,1
50,1,50,6,70,1,70,5,50,2,25,1,10,1,40,1,75,1,35,2,95,3,50,2,60,6,50,1,50,2,50,1,50,2,70,2,20,1,60,1,5,1,5,4,4,5,5,5,5,5,4,4,3,4,3,5,4,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,2,40,2,25,2,70,4,40,2,40,2,40,4,40,2,70,3,30,2,60,3,65,3,45,1,40,1,60,2,40,2,60,2,60,5,55,2,21,5,4,5,5,4,5,5,4,5,4,4,4,4,5,4,4,4,4,4,3,4,3
50,2,65,6,45,2,60,3,45,3,55,2,40,2,30,3,60,2,50,2,70,4,55,3,65,6,60,3,70,4,60,2,55,3,75,3,35,2,55,1,4,1,5,2,2,4,4,5,3,3,2,3,1,4,2,2,3,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
60,4,69,5,50,1,50,4,50,1,72,3,50,1,35,1,60,1,26,5,80,6,50,2,100,6,50,1,60,3,50,1,57,4,50,1,50,1,59,1,4,1,2,2,7,2,5,5,4,4,1,2,1,3,2,2,2,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,2,40,2,20,5,30,6,30,3,35,2,10,6,6,6,15,6,1,6,35,6,30,6,50,1,20,6,10,6,40,3,55,4,48,6,7,6,0,6,2,3,4,3,4,7,1,2,2,2,1,2,7,1,2,2,4,2,1,1,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,3,35,2,0,6,100,6,40,3,30,2,60,6,25,5,95,6,15,5,70,6,80,6,45,2,50,1,60,6,50,5,70,4,50,6,65,6,20,3,4,4,5,1,4,4,3,3,1,1,2,1,4,3,1,1,3,1,1,1,1
30,6,50,6,95,1,40,6,0,6,90,1,10,4,50,1,85,1,20,5,97,2,30,6,80,4,88,1,81,1,86,1,50,3,86,1,19,3,80,1,4,2,7,1,2,5,3,7,5,3,5,2,5,5,4,5,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,2,40,2,70,4,62,4,61,2,50,1,49,4,61,4,80,5,39,2,60,4,63,5,49,1,60,2,74,5,76,5,51,2,71,4,63,4,29,4,4,5,7,4,5,7,3,4,3,3,3,3,7,4,2,2,5,3,1,7,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,1,58,1,51,3,74,6,35,2,58,1,45,6,38,4,92,6,45,5,75,6,77,6,46,1,64,1,78,6,65,2,65,5,83,6,72,6,9,6,2,5,7,1,7,4,5,5,1,1,1,1,4,1,1,1,4,2,1,2,1
50,5,60,6,60,4,45,4,50,6,60,3,40,4,50,2,60,2,65,6,90,6,50,5,80,6,65,5,50,5,60,4,49,5,95,6,20,5,75,2,3,3,4,4,5,4,7,5,4,4,1,4,1,3,2,3,4,1,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
30,3,48,6,60,1,40,2,40,4,40,3,50,1,50,1,50,1,10,4,80,5,50,1,75,5,50,3,70,4,50,2,60,3,75,3,50,1,50,1,5,1,4,4,5,5,4,4,3,4,2,4,3,5,2,4,2,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
34,2,50,4,55,1,67,3,50,1,27,2,63,4,19,3,71,1,58,2,50,1,35,5,56,1,77,2,52,3,38,1,29,5,62,3,55,3,75,1,5,4,5,3,5,4,4,5,5,5,5,4,7,5,2,4,5,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2,30,2,40,1,75,2,65,1,40,1,65,4,55,2,55,3,75,4,60,4,35,3,25,1,55,3,65,3,40,1,25,3,55,2,35,4,55,1,4,5,5,3,5,7,4,5,4,4,3,3,5,3,4,4,4,3,3,5,2
42,3,66,5,56,2,43,3,58,3,46,3,57,2,35,4,58,2,63,4,58,2,53,3,63,2,67,2,61,4,71,1,59,3,73,5,57,1,45,1,5,2,7,4,4,5,5,7,4,4,4,4,3,3,3,5,4,2,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
28,3,50,5,68,3,26,5,50,3,51,2,35,3,20,4,50,1,15,5,74,4,50,3,49,5,42,2,50,4,50,3,49,3,49,3,25,4,50,3,5,2,5,5,5,5,5,3,5,4,3,4,5,5,3,5,4,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,2,36,3,36,2,71,4,45,3,48,3,21,5,41,5,81,6,28,5,66,6,50,6,49,1,38,2,73,6,55,4,60,5,59,5,35,5,69,5,5,5,5,1,5,5,4,5,4,3,2,2,4,4,1,3,3,2,2,2,3
44,3,42,6,50,1,46,4,46,3,50,2,45,2,42,4,50,2,47,3,55,3,47,3,55,4,50,2,52,3,48,2,52,4,57,3,45,3,55,3,4,2,5,3,4,5,5,3,5,4,5,4,4,5,3,5,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
20,2,50,6,70,1,30,3,40,1,60,2,40,1,5,5,60,1,10,3,90,5,50,1,85,6,40,1,50,3,50,1,60,1,55,1,30,1,70,1,5,1,3,4,7,5,7,4,5,5,2,3,2,7,5,5,4,5,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,2,25,2,60,3,65,4,30,3,50,2,24,5,40,3,80,3,25,4,87,6,81,4,49,2,40,2,54,3,55,2,66,3,67,2,52,3,12,3,4,5,5,2,5,5,4,4,2,1,2,1,7,3,2,3,4,4,2,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,1,20,1,15,4,76,6,50,1,50,1,25,5,30,3,93,5,31,3,60,4,69,5,50,1,50,1,35,4,50,1,50,1,50,5,92,6,19,4,4,5,7,1,5,5,4,4,1,3,4,1,4,4,4,4,4,1,1,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,2,30,2,50,2,81,4,50,1,62,3,40,6,28,4,80,5,10,4,50,5,70,5,63,1,62,1,50,5,50,3,50,2,50,6,30,6,28,6,2,4,5,1,5,5,4,3,1,4,3,3,4,2,4,4,5,3,1,4,1
50,4,32,3,6,5,49,3,30,4,75,3,50,6,3,5,55,4,47,4,83,3,41,4,75,2,25,5,70,4,50,5,91,3,85,4,9,4,50,2,5,2,7,2,5,4,5,7,4,5,2,3,3,4,2,4,5,2,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1,50,1,50,1,50,3,50,2,50,1,50,4,40,3,55,3,27,2,50,4,50,3,50,1,50,1,62,2,50,2,50,2,50,4,50,4,21,3,4,4,5,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,3,50,3,40,1,45,2,40,1,70,2,30,4,25,1,91,5,25,2,50,4,50,3,50,1,50,1,35,3,90,4,50,3,50,3,90,4,5,4,3,4,5,3,4,4,4,5,2,3,3,4,4,3,4,2,4,4,2,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,1,50,1,31,3,80,5,38,1,50,1,54,6,41,3,73,4,60,4,63,5,82,6,47,1,67,4,50,4,59,4,50,3,50,5,70,3,40,3,4,4,5,1,5,4,3,5,1,3,3,1,4,3,1,3,3,3,2,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,2,50,1,20,2,65,4,35,2,40,1,45,6,30,3,70,3,24,3,70,6,80,6,50,1,65,2,70,6,56,2,75,4,50,6,40,3,10,6,3,3,7,4,7,3,2,5,7,3,2,1,2,1,1,3,3,4,1,3,2
50,3,50,6,70,2,25,4,40,4,70,2,40,2,30,4,50,2,30,3,80,3,50,3,60,5,50,2,50,3,60,2,50,3,55,2,40,3,75,2,4,3,4,4,5,4,5,4,4,4,3,4,5,4,4,4,5,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,2,32,2,8,4,95,6,27,2,56,1,74,6,50,4,100,6,34,4,61,6,83,6,50,1,58,3,90,6,60,4,58,4,54,6,42,5,3,5,4,4,7,2,4,3,3,5,1,5,2,1,4,4,2,2,4,2,3,3,1
50,3,38,6,50,1,33,4,35,3,45,2,50,1,31,5,50,1,43,3,75,5,50,3,75,6,50,3,50,3,45,2,55,3,55,3,40,2,50,1,4,2,5,4,5,5,5,2,4,5,2,4,1,4,4,5,4,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,1,30,1,85,3,85,6,30,1,50,1,40,4,20,2,80,1,15,5,60,3,55,4,50,1,30,1,65,2,75,4,65,5,50,3,65,4,0,6,5,4,5,1,5,4,3,5,2,7,1,4,4,2,5,2,2,2,1,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,3,35,2,30,3,75,5,40,2,40,2,50,6,30,4,70,3,20,5,60,6,65,6,55,2,60,3,55,6,65,3,50,3,50,3,55,4,25,6,1,4,5,1,3,4,2,3,1,2,2,1,3,2,1,1,3,3,1,2,2
50,2,71,6,76,1,29,4,50,2,80,1,30,1,19,1,72,1,29,3,85,6,51,5,70,6,40,2,76,4,50,1,68,4,80,5,32,2,83,1,5,1,4,2,5,5,7,7,7,5,2,1,1,5,4,7,5,2,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
19,4,61,6,59,3,15,5,26,4,61,2,39,2,45,1,56,2,23,5,69,5,26,4,68,6,60,3,47,3,61,1,39,4,18,5,29,4,65,3,4,2,4,2,3,5,5,4,2,4,3,2,5,7,4,5,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
31,3,72,6,63,2,48,4,49,3,78,2,40,1,49,2,50,1,37,2,78,4,57,4,72,6,57,3,70,3,47,1,60,2,93,4,36,1,63,1,4,2,4,3,3,3,4,4,4,4,2,3,3,4,3,4,3,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
60,4,58,6,60,1,30,5,50,3,40,2,9,4,50,3,50,1,30,4,71,6,50,2,80,6,40,5,50,4,50,1,61,4,69,5,29,3,70,2,5,1,7,4,2,7,7,2,5,5,2,7,1,4,2,5,4,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
26,3,62,6,61,1,46,5,30,4,66,3,22,1,23,3,40,1,30,3,82,6,60,4,74,6,39,1,53,4,57,3,53,4,61,2,36,4,58,1,5,1,4,2,7,5,7,5,5,5,1,3,1,5,4,5,4,3,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
29,2,42,6,84,1,45,3,26,3,72,2,35,1,11,5,65,1,65,2,85,2,43,4,61,3,62,1,60,1,22,1,59,1,70,1,47,1,67,1,7,3,5,3,7,5,5,5,5,5,4,3,3,7,4,5,5,2,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2,40,2,30,2,60,3,30,2,40,2,20,4,40,2,50,3,30,2,40,4,30,3,40,2,30,2,40,3,40,2,40,2,20,3,40,5,40,2,4,4,4,4,5,4,4,4,3,5,3,5,4,3,5,3,3,3,1,4,3
50,2,66,6,66,1,50,6,25,4,66,1,50,1,50,1,50,1,33,2,75,2,50,6,66,6,50,1,50,1,50,1,50,1,50,4,33,1,50,1,4,1,4,1,4,4,4,4,4,4,2,1,1,4,4,4,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,1,44,1,28,3,82,4,32,2,50,1,30,6,41,2,50,1,43,2,72,3,67,4,51,1,50,1,48,1,49,1,49,1,50,1,40,2,19,5,3,3,4,3,5,5,4,4,5,4,2,3,3,3,5,3,3,2,2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,2,40,2,50,3,85,5,50,2,65,2,20,6,50,3,80,6,15,4,50,6,50,6,89,2,35,3,35,6,50,2,50,5,50,6,20,6,20,5,4,4,4,5,5,4,1,4,3,3,1,3,4,4,1,3,5,4,1,1,6
60,4,70,5,80,4,70,4,80,6,60,4,80,5,70,4,40,3,45,4,81,6,60,5,100,6,55,4,60,5,85,5,65,4,70,3,60,4,60,4,4,5,7,3,5,5,7,7,7,5,2,5,2,5,2,4,4,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,2,50,2,50,2,50,2,50,2,50,2,50,5,50,2,50,3,50,2,50,3,50,4,50,2,50,2,50,3,50,2,50,3,50,2,50,2,50,3,3,3,3,2,3,3,2,2,2,2,2,2,3,2,2,2,3,2,2,3,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,2,45,2,25,1,90,5,35,1,55,1,50,5,35,3,60,3,15,4,60,3,80,5,40,1,10,2,55,4,55,2,70,3,40,3,35,4,15,2,2,2,4,2,4,3,3,4,2,3,2,2,4,3,3,2,3,2,2,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3,50,1,40,2,80,5,50,1,50,1,50,6,40,1,30,3,50,6,70,5,65,5,50,1,50,4,55,5,50,2,50,1,50,1,60,3,50,1,3,4,5,1,3,4,4,4,4,4,1,1,4,4,4,3,5,3,2,3,1
67,5,76,6,63,4,50,6,34,4,65,3,35,3,14,4,57,3,27,5,91,6,79,6,83,6,56,5,65,5,54,3,66,5,59,5,28,5,82,3,3,3,2,2,7,3,4,7,5,5,2,1,4,5,3,4,3,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
41,4,63,6,50,1,59,5,50,4,50,2,46,4,31,3,50,2,50,4,59,4,50,5,71,6,50,4,55,6,50,3,50,4,63,5,35,4,50,2,7,2,4,4,4,5,5,7,4,5,2,4,1,3,3,5,4,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
40,4,40,4,57,2,36,5,34,4,63,2,35,2,11,3,64,2,38,5,66,4,40,4,71,6,68,5,30,6,39,1,66,6,95,6,40,3,68,2,4,1,4,4,4,5,5,5,2,4,4,4,2,5,5,3,5,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,20,1,4,4,70,5,23,1,50,1,25,5,9,3,80,3,16,3,37,5,66,5,42,1,63,1,75,5,63,2,62,3,69,6,31,4,0,5,3,4,5,1,5,3,4,5,1,2,2,1,4,2,1,1,2,1,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,2,50,1,50,2,90,5,30,1,50,1,30,4,20,2,60,3,20,3,60,4,60,5,50,1,40,2,30,2,50,1,50,2,50,3,90,5,40,5,5,5,5,2,5,5,4,5,3,2,3,3,4,4,4,4,5,3,1,1,1
34,4,55,6,67,2,39,5,34,3,62,3,48,2,21,2,41,2,25,5,89,5,34,3,74,6,41,3,60,4,62,2,44,4,89,4,38,3,55,2,4,1,4,2,3,4,4,2,4,4,3,4,1,3,2,4,2,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,1,50,1,60,2,70,5,30,1,49,1,9,6,20,3,25,2,2,6,50,5,50,4,50,1,19,5,10,6,50,3,61,2,15,6,3,6,28,2,4,3,3,3,3,4,1,2,1,2,1,3,4,1,1,3,4,1,1,3,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,1,20,1,70,1,95,4,54,1,47,1,16,4,39,1,80,4,10,3,84,4,83,5,50,1,20,1,81,4,49,1,54,3,57,1,7,4,2,4,3,4,4,4,4,4,5,5,4,4,4,4,3,4,4,4,4,4,4,4,1
30,2,50,6,40,1,50,4,40,1,35,1,40,1,50,1,50,1,40,2,50,1,50,4,70,6,50,1,50,3,35,1,50,2,60,1,50,1,50,1,5,2,5,4,5,5,5,5,5,5,4,3,1,5,2,5,4,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,2,50,3,35,2,66,4,50,2,43,1,50,6,30,3,60,4,40,5,60,5,60,6,50,3,62,3,55,5,55,3,30,3,50,2,30,3,70,4,3,3,4,2,4,3,3,4,3,3,1,2,2,2,3,2,4,3,1,1,3
17,6,53,6,67,3,41,6,31,4,63,4,32,3,19,5,70,2,23,5,93,6,69,6,84,6,43,6,69,6,32,5,77,4,87,4,25,4,73,3,5,2,4,2,5,3,4,5,2,4,1,1,1,5,2,4,2,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
59,4,48,6,87,2,71,4,32,5,86,3,53,3,51,2,44,1,23,3,55,4,44,2,69,6,38,2,38,4,47,2,55,4,65,5,56,4,37,5,4,1,4,3,4,4,5,5,5,4,2,3,1,4,3,3,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,2,50,1,60,2,98,6,50,1,50,1,40,5,32,3,70,4,29,4,50,4,60,4,44,1,20,2,55,3,50,2,55,2,50,3,30,3,10,4,2,4,5,2,5,3,4,4,1,3,2,1,2,2,3,2,4,4,2,3,3
50,4,50,6,60,2,50,6,50,4,37,2,50,2,28,4,50,2,50,4,68,5,50,6,74,6,50,3,50,3,50,2,61,2,64,4,50,2,50,2,5,4,5,3,5,5,5,5,5,4,2,3,4,4,4,5,4,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
23,3,47,6,29,2,72,5,12,1,71,2,7,1,78,4,50,3,27,2,100,5,50,4,76,6,50,3,65,3,51,2,59,3,40,2,28,1,75,3,3,2,5,3,5,5,7,3,4,3,1,2,2,2,2,4,1,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,2,40,3,28,3,86,6,37,2,57,2,23,5,27,4,83,6,19,4,45,5,57,5,50,1,60,3,64,5,52,3,50,3,50,5,37,3,5,6,4,5,7,1,5,5,5,7,1,4,4,2,5,3,2,3,4,4,1,1,3
36,1,69,6,55,1,70,6,50,3,40,1,45,2,28,1,56,2,43,2,71,6,50,2,76,6,57,2,61,4,45,1,55,4,65,4,40,2,50,1,4,1,5,1,4,5,4,4,4,4,1,3,2,4,1,4,3,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
